Title,Section,Template,Type,Priority,References,Automation Type,Automation ID,Preconditions,Steps,Expected Result
LF_O_TC122 — Orders Content type: Option list order,Fulfillment Console > Left Filters > Orders > Per Filter > Content type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.contenttype.LF_O_TC122_ContentType_OptionOrderTest#tc122_contentType_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Content type
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
LF_O_TC121 — Orders Content type: Basic,Fulfillment Console > Left Filters > Orders > Per Filter > Content type,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.contenttype.LF_O_TC121_ContentType_BasicTest#tc121_contentType_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. Log in; set calendar to Yesterday
2. Navigate to Orders tab
3. Verify Content type is visible in left panel
4. Expand Content type
5. Confirm options load and Select All at top
6. Collapse filter",Content type is visible; expands/collapses; options and Select All at top display correctly
LF_O_TC221 — Orders Content type: Search,Fulfillment Console > Left Filters > Orders > Per Filter > Content type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.contenttype.LF_O_TC221_ContentType_SearchTest#tc221_contentType_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Content type
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_O_TC421 — Orders Content type: Select all,Fulfillment Console > Left Filters > Orders > Per Filter > Content type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.contenttype.LF_O_TC421_ContentType_SelectAllTest#tc421_contentType_selectAll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Content type
2. Click Select All
3. Verify all options selected and counts
4. Deselect one option — check indeterminate
5. Deselect all",Select All selects all; indeterminate on partial; counts inside/outside match
LF_O_TC621 — Orders Content type: Table sync,Fulfillment Console > Left Filters > Orders > Per Filter > Content type,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.contenttype.LF_O_TC621_ContentType_TableSyncTest#tc621_contentType_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Content type
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_O_TC821 — Orders Content type: Scroll,Fulfillment Console > Left Filters > Orders > Per Filter > Content type,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.contenttype.LF_O_TC821_ContentType_ScrollTest#tc821_contentType_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Content type
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_O_TC1021 — Orders Content type: Active filters,Fulfillment Console > Left Filters > Orders > Per Filter > Content type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.contenttype.LF_O_TC1021_ContentType_ActiveFiltersTest#tc1021_contentType_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select one option in Content type
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Content type
LF_O_TC1121 — Orders Content type: Clear filters,Fulfillment Console > Left Filters > Orders > Per Filter > Content type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.contenttype.LF_O_TC1121_ContentType_ClearFiltersTest#tc1121_contentType_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select options in Content type
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_LI_TC102 — Line Items Line Item Status: Option list order,Fulfillment Console > Left Filters > Line Items > Per Filter > Line Item Status,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.lineitemstatus.LF_LI_TC102_LineItemStatus_OptionOrderTest#tc102_lineItemStatus_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Line Item Status
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
LF_LI_TC101 — Line Items Line Item Status: Basic,Fulfillment Console > Left Filters > Line Items > Per Filter > Line Item Status,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.lineitemstatus.LF_LI_TC101_LineItemStatus_BasicTest#tc101_lineItemStatus_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. Log in; set calendar to Yesterday
2. Navigate to Line Items tab
3. Verify Line Item Status is visible in left panel
4. Expand Line Item Status
5. Confirm options load and Select All at top
6. Collapse filter",Line Item Status is visible; expands/collapses; options and Select All at top display correctly
LF_LI_TC201 — Line Items Line Item Status: Search,Fulfillment Console > Left Filters > Line Items > Per Filter > Line Item Status,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.lineitemstatus.LF_LI_TC201_LineItemStatus_SearchTest#tc201_lineItemStatus_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Line Item Status
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_LI_TC401 — Line Items Line Item Status: Select all,Fulfillment Console > Left Filters > Line Items > Per Filter > Line Item Status,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.lineitemstatus.LF_LI_TC401_LineItemStatus_SelectAllTest#tc401_lineItemStatus_selectAll,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Line Item Status
2. Click Select All
3. Verify all options selected and counts
4. Deselect one option — check indeterminate
5. Deselect all",Select All selects all; indeterminate on partial; counts inside/outside match
LF_LI_TC601 — Line Items Line Item Status: Table sync,Fulfillment Console > Left Filters > Line Items > Per Filter > Line Item Status,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.lineitemstatus.LF_LI_TC601_LineItemStatus_TableSyncTest#tc601_lineItemStatus_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Line Item Status
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_LI_TC801 — Line Items Line Item Status: Scroll,Fulfillment Console > Left Filters > Line Items > Per Filter > Line Item Status,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.lineitemstatus.LF_LI_TC801_LineItemStatus_ScrollTest#tc801_lineItemStatus_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Line Item Status
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_LI_TC1001 — Line Items Line Item Status: Active filters,Fulfillment Console > Left Filters > Line Items > Per Filter > Line Item Status,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.lineitemstatus.LF_LI_TC1001_LineItemStatus_ActiveFiltersTest#tc1001_lineItemStatus_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, select one option in Line Item Status
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Line Item Status
LF_LI_TC1101 — Line Items Line Item Status: Clear filters,Fulfillment Console > Left Filters > Line Items > Per Filter > Line Item Status,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.lineitemstatus.LF_LI_TC1101_LineItemStatus_ClearFiltersTest#tc1101_lineItemStatus_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, select options in Line Item Status
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_LI_TC103 — Line Items Order Status: Option list order,Fulfillment Console > Left Filters > Line Items > Per Filter > Order Status,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.orderstatus.LF_LI_TC103_OrderStatus_OptionOrderTest#tc103_orderStatus_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Order Status
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
LF_LI_TC102 — Line Items Order Status: Basic,Fulfillment Console > Left Filters > Line Items > Per Filter > Order Status,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.orderstatus.LF_LI_TC102_OrderStatus_BasicTest#tc102_orderStatus_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. Log in; set calendar to Yesterday
2. Navigate to Line Items tab
3. Verify Order Status is visible in left panel
4. Expand Order Status
5. Confirm options load and Select All at top
6. Collapse filter",Order Status is visible; expands/collapses; options and Select All at top display correctly
LF_LI_TC202 — Line Items Order Status: Search,Fulfillment Console > Left Filters > Line Items > Per Filter > Order Status,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.orderstatus.LF_LI_TC202_OrderStatus_SearchTest#tc202_orderStatus_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Order Status
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_LI_TC402 — Line Items Order Status: Select all,Fulfillment Console > Left Filters > Line Items > Per Filter > Order Status,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.orderstatus.LF_LI_TC402_OrderStatus_SelectAllTest#tc402_orderStatus_selectAll,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Order Status
2. Click Select All
3. Verify all options selected and counts
4. Deselect one option — check indeterminate
5. Deselect all",Select All selects all; indeterminate on partial; counts inside/outside match
LF_LI_TC602 — Line Items Order Status: Table sync,Fulfillment Console > Left Filters > Line Items > Per Filter > Order Status,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.orderstatus.LF_LI_TC602_OrderStatus_TableSyncTest#tc602_orderStatus_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Order Status
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_LI_TC802 — Line Items Order Status: Scroll,Fulfillment Console > Left Filters > Line Items > Per Filter > Order Status,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.orderstatus.LF_LI_TC802_OrderStatus_ScrollTest#tc802_orderStatus_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Order Status
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_LI_TC1002 — Line Items Order Status: Active filters,Fulfillment Console > Left Filters > Line Items > Per Filter > Order Status,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.orderstatus.LF_LI_TC1002_OrderStatus_ActiveFiltersTest#tc1002_orderStatus_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, select one option in Order Status
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Order Status
LF_LI_TC1102 — Line Items Order Status: Clear filters,Fulfillment Console > Left Filters > Line Items > Per Filter > Order Status,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.orderstatus.LF_LI_TC1102_OrderStatus_ClearFiltersTest#tc1102_orderStatus_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, select options in Order Status
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_LI_TC104 — Line Items Environment: Option list order,Fulfillment Console > Left Filters > Line Items > Per Filter > Environment,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.environment.LF_LI_TC104_Environment_OptionOrderTest#tc104_environment_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Environment
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
LF_LI_TC103 — Line Items Environment: Basic,Fulfillment Console > Left Filters > Line Items > Per Filter > Environment,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.environment.LF_LI_TC103_Environment_BasicTest#tc103_environment_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. Log in; set calendar to Yesterday
2. Navigate to Line Items tab
3. Verify Environment is visible in left panel
4. Expand Environment
5. Confirm options load and Select All at top
6. Collapse filter",Environment is visible; expands/collapses; options and Select All at top display correctly
LF_LI_TC203 — Line Items Environment: Search,Fulfillment Console > Left Filters > Line Items > Per Filter > Environment,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.environment.LF_LI_TC203_Environment_SearchTest#tc203_environment_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Environment
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_LI_TC403 — Line Items Environment: Select all,Fulfillment Console > Left Filters > Line Items > Per Filter > Environment,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.environment.LF_LI_TC403_Environment_SelectAllTest#tc403_environment_selectAll,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Environment
2. Click Select All
3. Verify all options selected and counts
4. Deselect one option — check indeterminate
5. Deselect all",Select All selects all; indeterminate on partial; counts inside/outside match
LF_LI_TC603 — Line Items Environment: Table sync,Fulfillment Console > Left Filters > Line Items > Per Filter > Environment,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.environment.LF_LI_TC603_Environment_TableSyncTest#tc603_environment_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Environment
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_LI_TC803 — Line Items Environment: Scroll,Fulfillment Console > Left Filters > Line Items > Per Filter > Environment,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.environment.LF_LI_TC803_Environment_ScrollTest#tc803_environment_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Environment
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_LI_TC1003 — Line Items Environment: Active filters,Fulfillment Console > Left Filters > Line Items > Per Filter > Environment,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.environment.LF_LI_TC1003_Environment_ActiveFiltersTest#tc1003_environment_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, select one option in Environment
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Environment
LF_LI_TC1103 — Line Items Environment: Clear filters,Fulfillment Console > Left Filters > Line Items > Per Filter > Environment,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.environment.LF_LI_TC1103_Environment_ClearFiltersTest#tc1103_environment_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, select options in Environment
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_LI_TC105 — Line Items Job type: Option list order,Fulfillment Console > Left Filters > Line Items > Per Filter > Job type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.jobtype.LF_LI_TC105_JobType_OptionOrderTest#tc105_jobType_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Job type
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
LF_LI_TC104 — Line Items Job type: Basic,Fulfillment Console > Left Filters > Line Items > Per Filter > Job type,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.jobtype.LF_LI_TC104_JobType_BasicTest#tc104_jobType_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. Log in; set calendar to Yesterday
2. Navigate to Line Items tab
3. Verify Job type is visible in left panel
4. Expand Job type
5. Confirm options load and Select All at top
6. Collapse filter",Job type is visible; expands/collapses; options and Select All at top display correctly
LF_LI_TC204 — Line Items Job type: Search,Fulfillment Console > Left Filters > Line Items > Per Filter > Job type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.jobtype.LF_LI_TC204_JobType_SearchTest#tc204_jobType_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Job type
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_LI_TC404 — Line Items Job type: Select all,Fulfillment Console > Left Filters > Line Items > Per Filter > Job type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.jobtype.LF_LI_TC404_JobType_SelectAllTest#tc404_jobType_selectAll,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Job type
2. Click Select All
3. Verify all options selected and counts
4. Deselect one option — check indeterminate
5. Deselect all",Select All selects all; indeterminate on partial; counts inside/outside match
LF_LI_TC604 — Line Items Job type: Table sync,Fulfillment Console > Left Filters > Line Items > Per Filter > Job type,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.jobtype.LF_LI_TC604_JobType_TableSyncTest#tc604_jobType_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Job type
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_LI_TC804 — Line Items Job type: Scroll,Fulfillment Console > Left Filters > Line Items > Per Filter > Job type,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.jobtype.LF_LI_TC804_JobType_ScrollTest#tc804_jobType_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Job type
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_LI_TC1004 — Line Items Job type: Active filters,Fulfillment Console > Left Filters > Line Items > Per Filter > Job type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.jobtype.LF_LI_TC1004_JobType_ActiveFiltersTest#tc1004_jobType_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, select one option in Job type
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Job type
LF_LI_TC1104 — Line Items Job type: Clear filters,Fulfillment Console > Left Filters > Line Items > Per Filter > Job type,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.jobtype.LF_LI_TC1104_JobType_ClearFiltersTest#tc1104_jobType_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, select options in Job type
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_LI_TC106 — Line Items Submitted by: Option list order,Fulfillment Console > Left Filters > Line Items > Per Filter > Submitted by,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.submittedby.LF_LI_TC106_SubmittedBy_OptionOrderTest#tc106_submittedBy_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Submitted by
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
LF_LI_TC105 — Line Items Submitted by: Basic,Fulfillment Console > Left Filters > Line Items > Per Filter > Submitted by,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.submittedby.LF_LI_TC105_SubmittedBy_BasicTest#tc105_submittedBy_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. Log in; set calendar to Yesterday
2. Navigate to Line Items tab
3. Verify Submitted by is visible in left panel
4. Expand Submitted by
5. Confirm options load and Select All at top
6. Collapse filter",Submitted by is visible; expands/collapses; options and Select All at top display correctly
LF_LI_TC205 — Line Items Submitted by: Search,Fulfillment Console > Left Filters > Line Items > Per Filter > Submitted by,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.submittedby.LF_LI_TC205_SubmittedBy_SearchTest#tc205_submittedBy_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Submitted by
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_LI_TC405 — Line Items Submitted by: Select all,Fulfillment Console > Left Filters > Line Items > Per Filter > Submitted by,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.submittedby.LF_LI_TC405_SubmittedBy_SelectAllTest#tc405_submittedBy_selectAll,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Submitted by
2. Click Select All
3. Verify all options selected and counts
4. Deselect one option — check indeterminate
5. Deselect all",Select All selects all; indeterminate on partial; counts inside/outside match
LF_LI_TC605 — Line Items Submitted by: Table sync,Fulfillment Console > Left Filters > Line Items > Per Filter > Submitted by,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.submittedby.LF_LI_TC605_SubmittedBy_TableSyncTest#tc605_submittedBy_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Submitted by
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_LI_TC805 — Line Items Submitted by: Scroll,Fulfillment Console > Left Filters > Line Items > Per Filter > Submitted by,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.submittedby.LF_LI_TC805_SubmittedBy_ScrollTest#tc805_submittedBy_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, expand Submitted by
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_LI_TC1005 — Line Items Submitted by: Active filters,Fulfillment Console > Left Filters > Line Items > Per Filter > Submitted by,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.submittedby.LF_LI_TC1005_SubmittedBy_ActiveFiltersTest#tc1005_submittedBy_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, select one option in Submitted by
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Submitted by
LF_LI_TC1105 — Line Items Submitted by: Clear filters,Fulfillment Console > Left Filters > Line Items > Per Filter > Submitted by,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.lineitems.submittedby.LF_LI_TC1105_SubmittedBy_ClearFiltersTest#tc1105_submittedBy_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Line Items tab,"1. On Line Items tab, select options in Submitted by
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
